year,horizon,cost_ratio,policy,threshold,n,events,tp,fp,fn,tn,recall,precision,false_alarm_rate,alarm_share,total_cost,cost_per_100
2026,120,2,active_bayes,0.3333333333333333,236,34,7,20,27,182,0.20588235294117646,0.25925925925925924,0.09900990099009901,0.11440677966101695,74.0,31.35593220338983
2026,120,5,logistic_empirical,0.2548108005021733,236,34,6,19,28,183,0.17647058823529413,0.24,0.09405940594059406,0.1059322033898305,159.0,67.37288135593221
2026,120,5,logistic_bayes,0.16666666666666666,236,34,22,92,12,110,0.6470588235294118,0.19298245614035087,0.45544554455445546,0.4830508474576271,152.0,64.40677966101694
2026,120,5,logistic_fixed_030,0.3,236,34,2,6,32,196,0.058823529411764705,0.25,0.0297029702970297,0.03389830508474576,166.0,70.33898305084746
2026,120,5,residual_bayes,0.16666666666666666,236,34,21,108,13,94,0.6176470588235294,0.16279069767441862,0.5346534653465347,0.5466101694915254,173.0,73.30508474576271
2026,120,5,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,120,5,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,170.0,72.03389830508475
2026,120,5,active_runtime,0.25,236,34,11,33,23,169,0.3235294117647059,0.25,0.16336633663366337,0.1864406779661017,148.0,62.71186440677966
2026,120,5,active_bayes,0.16666666666666666,236,34,19,68,15,134,0.5588235294117647,0.21839080459770116,0.33663366336633666,0.3686440677966102,143.0,60.59322033898306
2026,120,10,logistic_empirical,0.23032455774103822,236,34,11,28,23,174,0.3235294117647059,0.28205128205128205,0.13861386138613863,0.1652542372881356,258.0,109.32203389830508
2026,120,10,logistic_bayes,0.09090909090909091,236,34,31,177,3,25,0.9117647058823529,0.14903846153846154,0.8762376237623762,0.8813559322033898,207.0,87.71186440677965
2026,120,10,logistic_fixed_030,0.3,236,34,2,6,32,196,0.058823529411764705,0.25,0.0297029702970297,0.03389830508474576,326.0,138.135593220339
2026,120,10,residual_bayes,0.09090909090909091,236,34,31,161,3,41,0.9117647058823529,0.16145833333333334,0.7970297029702971,0.8135593220338984,191.0,80.9322033898305
2026,120,10,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,120,10,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,340.0,144.0677966101695
2026,120,10,active_runtime,0.25,236,34,11,33,23,169,0.3235294117647059,0.25,0.16336633663366337,0.1864406779661017,263.0,111.44067796610169
2026,120,10,active_bayes,0.09090909090909091,236,34,28,140,6,62,0.8235294117647058,0.16666666666666666,0.693069306930693,0.711864406779661,200.0,84.7457627118644
2026,120,20,logistic_empirical,0.11362989257385489,236,34,31,162,3,40,0.9117647058823529,0.16062176165803108,0.801980198019802,0.8177966101694916,222.0,94.0677966101695
2026,120,20,logistic_bayes,0.047619047619047616,236,34,33,196,1,6,0.9705882352941176,0.14410480349344978,0.9702970297029703,0.9703389830508474,216.0,91.52542372881356
2026,120,20,logistic_fixed_030,0.3,236,34,2,6,32,196,0.058823529411764705,0.25,0.0297029702970297,0.03389830508474576,646.0,273.728813559322
2026,120,20,residual_bayes,0.047619047619047616,236,34,32,185,2,17,0.9411764705882353,0.14746543778801843,0.9158415841584159,0.9194915254237288,225.0,95.33898305084746
2026,120,20,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,120,20,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,680.0,288.135593220339
2026,120,20,active_runtime,0.25,236,34,11,33,23,169,0.3235294117647059,0.25,0.16336633663366337,0.1864406779661017,493.0,208.89830508474577
2026,120,20,active_bayes,0.047619047619047616,236,34,31,177,3,25,0.9117647058823529,0.14903846153846154,0.8762376237623762,0.8813559322033898,237.0,100.42372881355932
2026,120,50,logistic_empirical,0.014165065738037714,236,34,34,201,0,1,1.0,0.14468085106382977,0.995049504950495,0.9957627118644068,201.0,85.16949152542372
2026,120,50,logistic_bayes,0.0196078431372549,236,34,34,200,0,2,1.0,0.1452991452991453,0.9900990099009901,0.9915254237288136,200.0,84.7457627118644
2026,120,50,logistic_fixed_030,0.3,236,34,2,6,32,196,0.058823529411764705,0.25,0.0297029702970297,0.03389830508474576,1606.0,680.5084745762712
2026,120,50,residual_bayes,0.0196078431372549,236,34,34,194,0,8,1.0,0.14912280701754385,0.9603960396039604,0.9661016949152542,194.0,82.20338983050848
2026,120,50,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,120,50,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,1700.0,720.3389830508474
2026,120,50,active_runtime,0.25,236,34,11,33,23,169,0.3235294117647059,0.25,0.16336633663366337,0.1864406779661017,1183.0,501.2711864406779
2026,120,50,active_bayes,0.0196078431372549,236,34,34,193,0,9,1.0,0.14977973568281938,0.9554455445544554,0.961864406779661,193.0,81.77966101694916
2026,180,1,logistic_empirical,0.46291402329334425,236,34,0,0,34,202,0.0,,0.0,0.0,34.0,14.40677966101695
2026,180,1,logistic_bayes,0.5,236,34,0,0,34,202,0.0,,0.0,0.0,34.0,14.40677966101695
2026,180,1,logistic_fixed_030,0.3,236,34,0,1,34,201,0.0,0.0,0.0049504950495049506,0.00423728813559322,35.0,14.83050847457627
2026,180,1,residual_bayes,0.5,236,34,1,5,33,197,0.029411764705882353,0.16666666666666666,0.024752475247524754,0.025423728813559324,38.0,16.101694915254235
2026,180,1,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,180,1,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,34.0,14.40677966101695
2026,180,1,active_runtime,0.2,236,34,12,45,22,157,0.35294117647058826,0.21052631578947367,0.22277227722772278,0.24152542372881355,67.0,28.389830508474578
2026,180,1,active_bayes,0.5,236,34,0,0,34,202,0.0,,0.0,0.0,34.0,14.40677966101695
2026,180,2,logistic_empirical,0.38962878696142783,236,34,0,0,34,202,0.0,,0.0,0.0,68.0,28.8135593220339
2026,180,2,logistic_bayes,0.3333333333333333,236,34,0,0,34,202,0.0,,0.0,0.0,68.0,28.8135593220339
2026,180,2,logistic_fixed_030,0.3,236,34,0,1,34,201,0.0,0.0,0.0049504950495049506,0.00423728813559322,69.0,29.23728813559322
